region,subregion,station,abbreviation,elevation,year,month,precip,avg precip,pct of avg
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Oct,0.92,0.3,307.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Nov,2.13,1.94,110.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Dec,0.36,2.23,16.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Jan,1.69,3.05,55.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Feb,0.09,2.93,3.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Mar,2.47,2.3,107.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Apr,2.02,1.15,176.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,May,0.01,0.1,10.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Jun,0.0,0.04,0.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Jul,0.0,0.02,0.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Aug,0.05,0.04,125.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Sep,0.01,0.22,5.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Oct-Sep,9.75,14.32,68.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,2012,Wat-Yr,,14.32,68.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Oct,1.65,1.12,147.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Nov,1.14,2.16,53.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Dec,1.97,3.72,53.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Jan,1.24,5.91,21.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Feb,2.03,6.23,33.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Mar,3.28,5.0,66.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Apr,2.15,2.84,76.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,May,0.05,0.75,7.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Jun,0.0,0.12,0.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Jul,1.52,0.67,227.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Aug,3.48,0.7,497.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Sep,0.0,0.74,0.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Oct-Sep,18.51,29.96,62.0
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,2012,Wat-Yr,,29.96,62.0
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Oct,0.71,0.98,72.0
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Nov,,3.56,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Dec,,5.94,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Jan,,7.55,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Feb,,7.61,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Mar,,6.06,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Apr,,2.79,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,May,,0.63,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Jun,,0.1,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Jul,,0.06,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Aug,,0.12,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Sep,,0.5,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Oct-Sep,,35.9,
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,2012,Wat-Yr,,35.9,
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Oct,0.44,0.4,110.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Nov,1.37,1.1,125.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Dec,0.74,2.24,33.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Jan,0.55,2.04,27.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Feb,0.51,2.63,19.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Mar,1.51,1.93,78.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Apr,1.18,0.74,159.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,May,0.02,0.15,13.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Jun,0.0,0.04,0.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Jul,0.32,0.03,1067.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Aug,0.05,0.15,33.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Sep,0.24,0.33,73.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Oct-Sep,6.93,11.78,59.0
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,2012,Wat-Yr,,11.78,59.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Oct,0.85,0.36,236.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Nov,1.67,1.43,117.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Dec,0.63,2.49,25.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Jan,1.3,2.84,46.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Feb,0.78,2.89,27.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Mar,1.51,2.19,69.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Apr,3.09,1.12,276.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,May,0.0,0.24,0.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Jun,0.0,0.04,0.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Jul,0.12,0.01,1200.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Aug,0.0,0.08,0.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Sep,0.0,0.23,0.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Oct-Sep,9.95,13.92,71.0
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,2012,Wat-Yr,,13.92,71.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Oct,0.23,0.42,55.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Nov,0.87,1.37,64.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Dec,0.28,1.94,14.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Jan,0.78,2.54,31.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Feb,1.04,2.59,40.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Mar,0.75,1.98,38.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Apr,1.34,1.02,131.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,May,0.15,0.25,60.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Jun,0.0,0.11,0.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Jul,0.53,0.01,5300.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Aug,0.0,0.09,0.0
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Sep,,0.26,
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Oct-Sep,,12.58,
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,2012,Wat-Yr,,12.58,
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Oct,1.92,1.48,130.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Nov,5.86,3.1,189.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Dec,1.83,5.77,32.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Jan,2.14,5.96,36.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Feb,2.21,6.97,32.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Mar,3.96,6.16,64.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Apr,4.6,3.59,128.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,May,0.0,1.18,0.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Jun,0.0,0.17,0.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Jul,1.15,0.49,235.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Aug,0.17,0.53,32.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Sep,0.45,0.8,56.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Oct-Sep,24.29,36.2,67.0
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,2012,Wat-Yr,,36.2,67.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Oct,1.33,0.76,175.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Nov,3.71,2.78,133.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Dec,0.92,3.74,25.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Jan,0.98,4.44,22.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Feb,2.81,4.09,69.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Mar,5.0,4.38,114.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Apr,4.16,2.18,191.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,May,0.06,0.56,11.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Jun,0.0,0.08,0.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Jul,0.7,0.3,233.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Aug,0.07,0.57,12.0
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Sep,,0.44,
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Oct-Sep,,24.32,
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,2012,Wat-Yr,,24.32,
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Oct,0.63,0.69,91.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Nov,3.95,1.41,280.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Dec,1.66,2.72,61.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Jan,,2.88,
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Feb,2.13,3.0,71.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Mar,2.88,2.7,107.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Apr,2.18,1.42,154.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,May,0.01,0.51,2.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Jun,0.0,0.11,0.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Jul,0.0,0.02,0.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Aug,0.0,0.18,0.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Sep,0.24,0.26,92.0
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Oct-Sep,,15.9,
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,2012,Wat-Yr,,15.9,
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Oct,0.46,0.42,110.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Nov,3.12,1.13,276.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Dec,0.86,1.91,45.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Jan,0.4,2.05,20.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Feb,1.19,1.92,62.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Mar,0.97,1.61,60.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Apr,0.88,0.76,116.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,May,0.02,0.21,10.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Jun,0.0,0.07,0.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Jul,0.0,0.02,0.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Aug,0.0,0.09,0.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Sep,0.0,0.18,0.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Oct-Sep,7.9,10.37,76.0
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh Field,SDG,13,2012,Wat-Yr,,10.37,76.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Oct,0.35,0.36,97.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Nov,2.68,1.39,193.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Dec,1.01,1.58,64.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Jan,0.94,2.03,46.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Feb,0.41,1.91,21.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Mar,0.87,1.92,45.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Apr,1.29,0.94,137.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,May,0.02,0.22,9.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Jun,0.0,0.09,0.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Jul,0.0,0.03,0.0
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Aug,,0.12,
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Sep,,0.34,
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Oct-Sep,,10.93,
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,2012,Wat-Yr,,10.93,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Oct,0.85,2.83,30.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Nov,,4.91,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Dec,,7.27,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Jan,,5.83,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Feb,,4.65,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Mar,,4.3,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Apr,,2.0,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,May,,1.26,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Jun,,1.08,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Jul,,0.22,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Aug,,0.34,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Sep,,0.48,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Oct-Sep,,35.17,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,2012,Wat-Yr,,35.17,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Oct,1.32,1.12,118.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Nov,1.98,2.16,92.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Dec,0.06,3.72,2.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Jan,3.41,4.09,83.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Feb,1.29,3.56,36.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Mar,2.91,2.49,117.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Apr,1.31,1.4,94.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,May,0.03,0.58,5.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Jun,0.0,0.4,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Jul,0.0,0.05,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Aug,0.02,0.17,12.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Sep,0.0,0.24,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Oct-Sep,15.95,21.06,76.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,2012,Wat-Yr,,19.98,80.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Oct,1.43,1.29,111.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Nov,2.98,2.71,110.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Dec,0.06,3.88,2.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Jan,4.39,4.27,103.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Feb,1.87,3.25,58.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Mar,4.54,2.56,177.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Apr,1.48,1.67,89.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,May,0.88,0.91,97.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Jun,0.2,0.43,47.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Jul,0.0,0.04,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Aug,0.0,0.12,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Sep,0.0,0.38,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Oct-Sep,17.83,21.51,83.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,2012,Wat-Yr,,21.51,83.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Oct,1.84,1.11,166.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Nov,2.68,2.39,112.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Dec,0.07,3.74,2.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Jan,3.62,4.1,88.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Feb,0.86,3.38,25.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Mar,3.38,2.61,130.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Apr,1.67,1.53,109.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,May,0.0,0.65,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Jun,0.07,0.37,19.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Jul,0.0,0.04,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Aug,0.0,0.15,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Sep,0.0,0.29,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Oct-Sep,14.19,20.36,70.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,2012,Wat-Yr,,20.36,70.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Oct,2.05,1.54,133.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Nov,1.59,3.09,51.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Dec,0.0,4.64,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Jan,5.07,5.21,97.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Feb,0.96,4.2,23.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Mar,5.0,3.17,158.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Apr,2.35,2.08,113.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,May,0.0,0.89,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Jun,0.23,0.44,52.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Jul,0.0,0.03,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Aug,0.0,0.13,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Sep,0.0,0.36,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Oct-Sep,17.25,25.78,67.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,2012,Wat-Yr,,25.78,67.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Oct,0.95,0.93,102.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Nov,1.13,1.89,60.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Dec,0.28,3.24,9.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Jan,3.37,3.71,91.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Feb,0.9,3.09,29.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Mar,4.24,2.16,196.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Apr,2.12,1.28,166.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,May,,0.45,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Jun,0.0,0.15,0.0
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Jul,,0.04,
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,2012,Aug,,0.04,
